"sample","detailed_category","primary disease or tissue","_primary_site","_sample_type","_gender","_study","cancer","sample.type.cancer.info","Grade","Stage","TNM.Metastasis","TNM.Node","TNM.Tumor","Cancer.Type.Detailed","Subtype"
"GTEX-Y114-2026-SM-4TT7L","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-Y3I4-1526-SM-4TT7K","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-Y3IK-2326-SM-4WWDT","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-Y5LM-1726-SM-4VDSX","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-Y5V5-2126-SM-4WWFO","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-Y5V6-2126-SM-4WWFX","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-Y8LW-1626-SM-5IFHX","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-Y9LG-1426-SM-5IFJZ","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-YB5E-1726-SM-5IFJ3","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-YB5K-1626-SM-5IFIN","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-YEC3-1026-SM-5IFI5","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-YFC4-1426-SM-5IFJG","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-YJ8O-2226-SM-5IFHW","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZA64-1526-SM-5CVMD","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZAJG-0626-SM-5HL8X","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZC5H-2626-SM-5J2MG","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZDTT-2126-SM-5S2OJ","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZDXO-0126-SM-5S2ND","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZDYS-1126-SM-5K7UB","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZEX8-2226-SM-57WC6","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZF29-1926-SM-5S2P1","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZF2S-2026-SM-5E461","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZF3C-2326-SM-5S2MZ","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZLFU-2126-SM-4WWEV","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZLV1-1426-SM-4WWES","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZPIC-1126-SM-5BC7F","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZQG8-0726-SM-5P9H9","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZT9W-2026-SM-51MRA","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZTX8-1226-SM-4YCE9","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZU9S-1926-SM-5NQBP","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZUA1-1526-SM-59HLS","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZV6S-1826-SM-5NQ8D","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZV7C-1826-SM-5NQ83","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZVE2-1226-SM-5NQ8R","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZVT2-1826-SM-5NQ8W","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZVT4-1026-SM-57WC4","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZVTK-0326-SM-51MRR","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZVZQ-0826-SM-51MRF","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZWKS-2826-SM-5NQ74","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZXES-0826-SM-5E43C","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZY6K-1626-SM-5GZWV","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZYFC-0826-SM-5E44K","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZYT6-0126-SM-5E45J","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZYW4-0826-SM-5GIDG","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Male","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"GTEX-ZYWO-2326-SM-5GZY4","BREAST - MAMMARY TISSUE","Breast - Mammary Tissue","Breast","Normal Tissue","Female","GTEX","BRCA","Normal",NA,NA,NA,NA,NA,NA,NA
"TCGA-3C-AAAU-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE X","MX","NX","TX","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-3C-AALI-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-3C-AALJ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-3C-AALK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I+)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-4H-AAAK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-5L-AAT0-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-5L-AAT1-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-5T-A9QA-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","NX","T2","Breast Invasive Carcinoma (NOS)","BRCA_LumB"
"TCGA-A1-A0SB-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Carcinoma (NOS)","BRCA_Normal"
"TCGA-A1-A0SD-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A1-A0SE-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0 (I-)","T1C","Breast Invasive Carcinoma (NOS)","BRCA_LumA"
"TCGA-A1-A0SF-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A1-A0SG-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Carcinoma (NOS)","BRCA_LumA"
"TCGA-A1-A0SH-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A1-A0SI-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A1-A0SJ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N1A","T3","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A1-A0SK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Carcinoma (NOS)","BRCA_Basal"
"TCGA-A1-A0SM-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Male","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma",NA
"TCGA-A1-A0SN-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N1","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A1-A0SO-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A1-A0SP-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A1-A0SQ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A04N-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A04P-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3C","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A04Q-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A04R-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A2-A04T-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A04U-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I+)","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A04V-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A04W-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1MI","T2","Breast Invasive Carcinoma (NOS)","BRCA_Her2"
"TCGA-A2-A04X-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A2-A04Y-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1MI","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A2-A0CK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A2-A0CL-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T3","Breast Invasive Ductal Carcinoma","BRCA_Normal"
"TCGA-A2-A0CM-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A0CO-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0","T3","Breast Invasive Lobular Carcinoma",NA
"TCGA-A2-A0CP-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0CQ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0CR-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A2-A0CS-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IV","M1","N3A","T4B","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0CT-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0CU-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I+)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0CV-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0CW-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A2-A0CX-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A2-A0CY-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-A2-A0CZ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma",NA
"TCGA-A2-A0D0-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A0D1-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A2-A0D2-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I+)","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A0D3-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0D4-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A2-A0EM-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0EN-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I+)","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A2-A0EO-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0EP-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0 (I+)","T1","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A2-A0EQ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A2-A0ER-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IB","M0","N1MI","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0ES-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I-)","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A2-A0ET-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0EU-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0EV-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0EW-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T1B","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A2-A0EX-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0 (I+)","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A2-A0EY-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A2-A0ST-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A0SU-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0 (I+)","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A2-A0SV-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IV","M1","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A2-A0SW-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IV","M1","N2","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A2-A0SX-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","M0","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A2-A0SY-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N1","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
